Juego,R1, P1, R2, P2, R3, P3, R4, P4, R5, P5, R6, P6, R7, P7, R8, P8, R9, P9, R10, P10
157662, 144223, 1.0, 28630, 1.0, 39242, 1.0, 31853, 1.0, 165, 1.0, 89668, 1.0, 21287, 1.0, 55165, 1.0, 3745, 1.0, 221769, 1.0, 
157663, 157662, 1.0, 144223, 1.0, 28630, 1.0, 39242, 1.0, 31853, 1.0, 165, 1.0, 89668, 1.0, 21287, 1.0, 55165, 1.0, 3745, 1.0, 
170325, 157663, 1.0, 157662, 1.0, 144223, 1.0, 28630, 1.0, 39242, 1.0, 31853, 1.0, 165, 1.0, 89668, 1.0, 21287, 1.0, 55165, 1.0, 
21550, 170325, 1.0, 157663, 1.0, 157662, 1.0, 144223, 1.0, 28630, 1.0, 39242, 1.0, 31853, 1.0, 165, 1.0, 89668, 1.0, 21287, 1.0, 
34227, 180593, 1.0, 21550, 1.0, 170325, 1.0, 157663, 1.0, 157662, 1.0, 144223, 1.0, 28630, 1.0, 39242, 1.0, 31853, 1.0, 165, 1.0, 
167402, 34227, 1.0, 180593, 1.0, 21550, 1.0, 170325, 1.0, 157663, 1.0, 157662, 1.0, 144223, 1.0, 28630, 1.0, 39242, 1.0, 31853, 1.0, 
22097, 26189, 1.0, 21882, 1.0, 9446, 1.0, 167402, 1.0, 34227, 1.0, 180593, 1.0, 21550, 1.0, 170325, 1.0, 157663, 1.0, 157662, 1.0, 
19738, 22097, 1.0, 26189, 1.0, 21882, 1.0, 9446, 1.0, 167402, 1.0, 34227, 1.0, 180593, 1.0, 21550, 1.0, 170325, 1.0, 157663, 1.0, 
19736, 19738, 1.0, 22097, 1.0, 26189, 1.0, 21882, 1.0, 9446, 1.0, 167402, 1.0, 34227, 1.0, 180593, 1.0, 21550, 1.0, 170325, 1.0, 
19737, 19736, 1.0, 19738, 1.0, 22097, 1.0, 26189, 1.0, 21882, 1.0, 9446, 1.0, 167402, 1.0, 34227, 1.0, 180593, 1.0, 21550, 1.0, 
19739, 19737, 1.0, 19736, 1.0, 19738, 1.0, 22097, 1.0, 26189, 1.0, 21882, 1.0, 9446, 1.0, 167402, 1.0, 34227, 1.0, 180593, 1.0, 
19741, 19739, 1.0, 19737, 1.0, 19736, 1.0, 19738, 1.0, 22097, 1.0, 26189, 1.0, 21882, 1.0, 9446, 1.0, 167402, 1.0, 34227, 1.0, 
19740, 19741, 1.0, 19739, 1.0, 19737, 1.0, 19736, 1.0, 19738, 1.0, 22097, 1.0, 26189, 1.0, 21882, 1.0, 9446, 1.0, 167402, 1.0, 
19275, 19740, 1.0, 19741, 1.0, 19739, 1.0, 19737, 1.0, 19736, 1.0, 19738, 1.0, 22097, 1.0, 26189, 1.0, 21882, 1.0, 9446, 1.0, 
43249, 19275, 1.0, 19740, 1.0, 19741, 1.0, 19739, 1.0, 19737, 1.0, 19736, 1.0, 19738, 1.0, 22097, 1.0, 26189, 1.0, 21882, 1.0, 
136280, 43249, 1.0, 19275, 1.0, 19740, 1.0, 19741, 1.0, 19739, 1.0, 19737, 1.0, 19736, 1.0, 19738, 1.0, 22097, 1.0, 26189, 1.0, 
1293, 136280, 1.0, 43249, 1.0, 19275, 1.0, 19740, 1.0, 19741, 1.0, 19739, 1.0, 19737, 1.0, 19736, 1.0, 19738, 1.0, 22097, 1.0, 
467, 11, 1.0, 1293, 1.0, 136280, 1.0, 43249, 1.0, 19275, 1.0, 19740, 1.0, 19741, 1.0, 19739, 1.0, 19737, 1.0, 19736, 1.0, 
81100, 1494, 1.0, 467, 1.0, 11, 1.0, 1293, 1.0, 136280, 1.0, 43249, 1.0, 19275, 1.0, 19740, 1.0, 19741, 1.0, 19739, 1.0, 
189272, 81100, 1.0, 1494, 1.0, 467, 1.0, 11, 1.0, 1293, 1.0, 136280, 1.0, 43249, 1.0, 19275, 1.0, 19740, 1.0, 19741, 1.0, 
6264, 189272, 1.0, 81100, 1.0, 1494, 1.0, 467, 1.0, 11, 1.0, 1293, 1.0, 136280, 1.0, 43249, 1.0, 19275, 1.0, 19740, 1.0, 
21631, 6264, 1.0, 189272, 1.0, 81100, 1.0, 1494, 1.0, 467, 1.0, 11, 1.0, 1293, 1.0, 136280, 1.0, 43249, 1.0, 19275, 1.0, 
31419, 21631, 1.0, 6264, 1.0, 189272, 1.0, 81100, 1.0, 1494, 1.0, 467, 1.0, 11, 1.0, 1293, 1.0, 136280, 1.0, 43249, 1.0, 
40214, 31419, 1.0, 21631, 1.0, 6264, 1.0, 189272, 1.0, 81100, 1.0, 1494, 1.0, 467, 1.0, 11, 1.0, 1293, 1.0, 136280, 1.0, 
230852, 40214, 1.0, 31419, 1.0, 21631, 1.0, 6264, 1.0, 189272, 1.0, 81100, 1.0, 1494, 1.0, 467, 1.0, 11, 1.0, 1293, 1.0, 
25314, 149712, 1.0, 127060, 1.0, 230852, 1.0, 40214, 1.0, 31419, 1.0, 21631, 1.0, 6264, 1.0, 189272, 1.0, 81100, 1.0, 1494, 1.0, 
139898, 224517, 1.0, 28720, 1.0, 25314, 1.0, 149712, 1.0, 127060, 1.0, 230852, 1.0, 40214, 1.0, 31419, 1.0, 21631, 1.0, 6264, 1.0, 
171290, 139898, 1.0, 224517, 1.0, 28720, 1.0, 25314, 1.0, 149712, 1.0, 127060, 1.0, 230852, 1.0, 40214, 1.0, 31419, 1.0, 21631, 1.0, 
130393, 171290, 1.0, 139898, 1.0, 224517, 1.0, 28720, 1.0, 25314, 1.0, 149712, 1.0, 127060, 1.0, 230852, 1.0, 40214, 1.0, 31419, 1.0, 
22911, 154678, 1.0, 136888, 1.0, 130393, 1.0, 171290, 1.0, 139898, 1.0, 224517, 1.0, 28720, 1.0, 25314, 1.0, 149712, 1.0, 127060, 1.0, 
548, 144592, 1.0, 22911, 1.0, 154678, 1.0, 136888, 1.0, 130393, 1.0, 171290, 1.0, 139898, 1.0, 224517, 1.0, 28720, 1.0, 25314, 1.0, 
24770, 548, 1.0, 144592, 1.0, 22911, 1.0, 154678, 1.0, 136888, 1.0, 130393, 1.0, 171290, 1.0, 139898, 1.0, 224517, 1.0, 28720, 1.0, 
32312, 24770, 1.0, 548, 1.0, 144592, 1.0, 22911, 1.0, 154678, 1.0, 136888, 1.0, 130393, 1.0, 171290, 1.0, 139898, 1.0, 224517, 1.0, 
186701, 32312, 1.0, 24770, 1.0, 548, 1.0, 144592, 1.0, 22911, 1.0, 154678, 1.0, 136888, 1.0, 130393, 1.0, 171290, 1.0, 139898, 1.0, 
552, 172081, 1.0, 186701, 1.0, 32312, 1.0, 24770, 1.0, 548, 1.0, 144592, 1.0, 22911, 1.0, 154678, 1.0, 136888, 1.0, 130393, 1.0, 
164159, 552, 1.0, 172081, 1.0, 186701, 1.0, 32312, 1.0, 24770, 1.0, 548, 1.0, 144592, 1.0, 22911, 1.0, 154678, 1.0, 136888, 1.0, 
17, 164159, 1.0, 552, 1.0, 172081, 1.0, 186701, 1.0, 32312, 1.0, 24770, 1.0, 548, 1.0, 144592, 1.0, 22911, 1.0, 154678, 1.0, 
8920, 17, 1.0, 164159, 1.0, 552, 1.0, 172081, 1.0, 186701, 1.0, 32312, 1.0, 24770, 1.0, 548, 1.0, 144592, 1.0, 22911, 1.0, 
687, 38032, 1.0, 8920, 1.0, 17, 1.0, 164159, 1.0, 552, 1.0, 172081, 1.0, 186701, 1.0, 32312, 1.0, 24770, 1.0, 548, 1.0, 
73664, 687, 1.0, 38032, 1.0, 8920, 1.0, 17, 1.0, 164159, 1.0, 552, 1.0, 172081, 1.0, 186701, 1.0, 32312, 1.0, 24770, 1.0, 
3138, 73664, 1.0, 687, 1.0, 38032, 1.0, 8920, 1.0, 17, 1.0, 164159, 1.0, 552, 1.0, 172081, 1.0, 186701, 1.0, 32312, 1.0, 
137173, 3138, 1.0, 73664, 1.0, 687, 1.0, 38032, 1.0, 8920, 1.0, 17, 1.0, 164159, 1.0, 552, 1.0, 172081, 1.0, 186701, 1.0, 
35256, 137173, 1.0, 3138, 1.0, 73664, 1.0, 687, 1.0, 38032, 1.0, 8920, 1.0, 17, 1.0, 164159, 1.0, 552, 1.0, 172081, 1.0, 
157894, 21464, 1.0, 35256, 1.0, 137173, 1.0, 3138, 1.0, 73664, 1.0, 687, 1.0, 38032, 1.0, 8920, 1.0, 17, 1.0, 164159, 1.0, 
41, 157894, 1.0, 21464, 1.0, 35256, 1.0, 137173, 1.0, 3138, 1.0, 73664, 1.0, 687, 1.0, 38032, 1.0, 8920, 1.0, 17, 1.0, 
4401, 41, 1.0, 157894, 1.0, 21464, 1.0, 35256, 1.0, 137173, 1.0, 3138, 1.0, 73664, 1.0, 687, 1.0, 38032, 1.0, 8920, 1.0, 
19995, 4401, 1.0, 41, 1.0, 157894, 1.0, 21464, 1.0, 35256, 1.0, 137173, 1.0, 3138, 1.0, 73664, 1.0, 687, 1.0, 38032, 1.0, 
4318, 19995, 1.0, 4401, 1.0, 41, 1.0, 157894, 1.0, 21464, 1.0, 35256, 1.0, 137173, 1.0, 3138, 1.0, 73664, 1.0, 687, 1.0, 
8553, 4318, 1.0, 19995, 1.0, 4401, 1.0, 41, 1.0, 157894, 1.0, 21464, 1.0, 35256, 1.0, 137173, 1.0, 3138, 1.0, 73664, 1.0, 
10571, 8553, 1.0, 4318, 1.0, 19995, 1.0, 4401, 1.0, 41, 1.0, 157894, 1.0, 21464, 1.0, 35256, 1.0, 137173, 1.0, 3138, 1.0, 
29972, 10571, 1.0, 8553, 1.0, 4318, 1.0, 19995, 1.0, 4401, 1.0, 41, 1.0, 157894, 1.0, 21464, 1.0, 35256, 1.0, 137173, 1.0, 
2096, 29972, 1.0, 10571, 1.0, 8553, 1.0, 4318, 1.0, 19995, 1.0, 4401, 1.0, 41, 1.0, 157894, 1.0, 21464, 1.0, 35256, 1.0, 
3748, 2096, 1.0, 29972, 1.0, 10571, 1.0, 8553, 1.0, 4318, 1.0, 19995, 1.0, 4401, 1.0, 41, 1.0, 157894, 1.0, 21464, 1.0, 
31784, 822, 1.0, 3748, 1.0, 2096, 1.0, 29972, 1.0, 10571, 1.0, 8553, 1.0, 4318, 1.0, 19995, 1.0, 4401, 1.0, 41, 1.0, 
59065, 31784, 1.0, 822, 1.0, 3748, 1.0, 2096, 1.0, 29972, 1.0, 10571, 1.0, 8553, 1.0, 4318, 1.0, 19995, 1.0, 4401, 1.0, 
13300, 59065, 1.0, 31784, 1.0, 822, 1.0, 3748, 1.0, 2096, 1.0, 29972, 1.0, 10571, 1.0, 8553, 1.0, 4318, 1.0, 19995, 1.0, 
38855, 13300, 1.0, 59065, 1.0, 31784, 1.0, 822, 1.0, 3748, 1.0, 2096, 1.0, 29972, 1.0, 10571, 1.0, 8553, 1.0, 4318, 1.0, 
66646, 38855, 1.0, 13300, 1.0, 59065, 1.0, 31784, 1.0, 822, 1.0, 3748, 1.0, 2096, 1.0, 29972, 1.0, 10571, 1.0, 8553, 1.0, 
7707, 4390, 1.0, 66646, 1.0, 38855, 1.0, 13300, 1.0, 59065, 1.0, 31784, 1.0, 822, 1.0, 3748, 1.0, 2096, 1.0, 29972, 1.0, 
26615, 118615, 1.0, 2993, 1.0, 16216, 1.0, 12902, 1.0, 7717, 1.0, 7707, 1.0, 4390, 1.0, 66646, 1.0, 38855, 1.0, 13300, 1.0, 
85003, 26615, 1.0, 118615, 1.0, 2993, 1.0, 16216, 1.0, 12902, 1.0, 7717, 1.0, 7707, 1.0, 4390, 1.0, 66646, 1.0, 38855, 1.0, 
15158, 85003, 1.0, 26615, 1.0, 118615, 1.0, 2993, 1.0, 16216, 1.0, 12902, 1.0, 7717, 1.0, 7707, 1.0, 4390, 1.0, 66646, 1.0, 
18836, 2591, 1.0, 15158, 1.0, 85003, 1.0, 26615, 1.0, 118615, 1.0, 2993, 1.0, 16216, 1.0, 12902, 1.0, 7717, 1.0, 7707, 1.0, 
21385, 18836, 1.0, 2591, 1.0, 15158, 1.0, 85003, 1.0, 26615, 1.0, 118615, 1.0, 2993, 1.0, 16216, 1.0, 12902, 1.0, 7717, 1.0, 
28753, 5405, 1.0, 21385, 1.0, 18836, 1.0, 2591, 1.0, 15158, 1.0, 85003, 1.0, 26615, 1.0, 118615, 1.0, 2993, 1.0, 16216, 1.0, 
29411, 38386, 1.0, 39938, 1.0, 28753, 1.0, 5405, 1.0, 21385, 1.0, 18836, 1.0, 2591, 1.0, 15158, 1.0, 85003, 1.0, 26615, 1.0, 
132477, 110926, 1.0, 84876, 1.0, 29411, 1.0, 38386, 1.0, 39938, 1.0, 28753, 1.0, 5405, 1.0, 21385, 1.0, 18836, 1.0, 2591, 1.0, 
194286, 57390, 1.0, 155426, 1.0, 191977, 1.0, 150083, 1.0, 132477, 1.0, 110926, 1.0, 84876, 1.0, 29411, 1.0, 38386, 1.0, 39938, 1.0, 
195137, 194286, 1.0, 57390, 1.0, 155426, 1.0, 191977, 1.0, 150083, 1.0, 132477, 1.0, 110926, 1.0, 84876, 1.0, 29411, 1.0, 38386, 1.0, 
198576, 195137, 1.0, 194286, 1.0, 57390, 1.0, 155426, 1.0, 191977, 1.0, 150083, 1.0, 132477, 1.0, 110926, 1.0, 84876, 1.0, 29411, 1.0, 
158188, 198576, 1.0, 195137, 1.0, 194286, 1.0, 57390, 1.0, 155426, 1.0, 191977, 1.0, 150083, 1.0, 132477, 1.0, 110926, 1.0, 84876, 1.0, 
180588, 158188, 1.0, 198576, 1.0, 195137, 1.0, 194286, 1.0, 57390, 1.0, 155426, 1.0, 191977, 1.0, 150083, 1.0, 132477, 1.0, 110926, 1.0, 
182343, 180588, 1.0, 158188, 1.0, 198576, 1.0, 195137, 1.0, 194286, 1.0, 57390, 1.0, 155426, 1.0, 191977, 1.0, 150083, 1.0, 132477, 1.0, 
158183, 182343, 1.0, 180588, 1.0, 158188, 1.0, 198576, 1.0, 195137, 1.0, 194286, 1.0, 57390, 1.0, 155426, 1.0, 191977, 1.0, 150083, 1.0, 
17419, 158183, 1.0, 182343, 1.0, 180588, 1.0, 158188, 1.0, 198576, 1.0, 195137, 1.0, 194286, 1.0, 57390, 1.0, 155426, 1.0, 191977, 1.0, 
54528, 17419, 1.0, 158183, 1.0, 182343, 1.0, 180588, 1.0, 158188, 1.0, 198576, 1.0, 195137, 1.0, 194286, 1.0, 57390, 1.0, 155426, 1.0, 
325, 926, 1.0, 54528, 1.0, 17419, 1.0, 158183, 1.0, 182343, 1.0, 180588, 1.0, 158188, 1.0, 198576, 1.0, 195137, 1.0, 194286, 1.0, 
67453, 129351, 1.0, 325, 1.0, 926, 1.0, 54528, 1.0, 17419, 1.0, 158183, 1.0, 182343, 1.0, 180588, 1.0, 158188, 1.0, 198576, 1.0, 
110870, 67453, 1.0, 129351, 1.0, 325, 1.0, 926, 1.0, 54528, 1.0, 17419, 1.0, 158183, 1.0, 182343, 1.0, 180588, 1.0, 158188, 1.0, 
150637, 27364, 1.0, 18602, 1.0, 102794, 1.0, 110870, 1.0, 67453, 1.0, 129351, 1.0, 325, 1.0, 926, 1.0, 54528, 1.0, 17419, 1.0, 
41800, 150637, 1.0, 27364, 1.0, 18602, 1.0, 102794, 1.0, 110870, 1.0, 67453, 1.0, 129351, 1.0, 325, 1.0, 926, 1.0, 54528, 1.0, 
236781, 218479, 1.0, 209685, 1.0, 41800, 1.0, 150637, 1.0, 27364, 1.0, 18602, 1.0, 102794, 1.0, 110870, 1.0, 67453, 1.0, 129351, 1.0, 
29903, 236781, 1.0, 218479, 1.0, 209685, 1.0, 41800, 1.0, 150637, 1.0, 27364, 1.0, 18602, 1.0, 102794, 1.0, 110870, 1.0, 67453, 1.0, 
71593, 29903, 1.0, 236781, 1.0, 218479, 1.0, 209685, 1.0, 41800, 1.0, 150637, 1.0, 27364, 1.0, 18602, 1.0, 102794, 1.0, 110870, 1.0, 
316, 71593, 1.0, 29903, 1.0, 236781, 1.0, 218479, 1.0, 209685, 1.0, 41800, 1.0, 150637, 1.0, 27364, 1.0, 18602, 1.0, 102794, 1.0, 
28089, 316, 1.0, 71593, 1.0, 29903, 1.0, 236781, 1.0, 218479, 1.0, 209685, 1.0, 41800, 1.0, 150637, 1.0, 27364, 1.0, 18602, 1.0, 
35339, 28089, 1.0, 316, 1.0, 71593, 1.0, 29903, 1.0, 236781, 1.0, 218479, 1.0, 209685, 1.0, 41800, 1.0, 150637, 1.0, 27364, 1.0, 
163642, 31730, 1.0, 35339, 1.0, 28089, 1.0, 316, 1.0, 71593, 1.0, 29903, 1.0, 236781, 1.0, 218479, 1.0, 209685, 1.0, 41800, 1.0, 
47, 18100, 1.0, 163642, 1.0, 31730, 1.0, 35339, 1.0, 28089, 1.0, 316, 1.0, 71593, 1.0, 29903, 1.0, 236781, 1.0, 218479, 1.0, 
25695, 47, 1.0, 18100, 1.0, 163642, 1.0, 31730, 1.0, 35339, 1.0, 28089, 1.0, 316, 1.0, 71593, 1.0, 29903, 1.0, 236781, 1.0, 
834, 25695, 1.0, 47, 1.0, 18100, 1.0, 163642, 1.0, 31730, 1.0, 35339, 1.0, 28089, 1.0, 316, 1.0, 71593, 1.0, 29903, 1.0, 
144566, 815, 1.0, 834, 1.0, 25695, 1.0, 47, 1.0, 18100, 1.0, 163642, 1.0, 31730, 1.0, 35339, 1.0, 28089, 1.0, 316, 1.0, 
138195, 554, 1.0, 144566, 1.0, 815, 1.0, 834, 1.0, 25695, 1.0, 47, 1.0, 18100, 1.0, 163642, 1.0, 31730, 1.0, 35339, 1.0, 
91817, 123499, 1.0, 138195, 1.0, 554, 1.0, 144566, 1.0, 815, 1.0, 834, 1.0, 25695, 1.0, 47, 1.0, 18100, 1.0, 163642, 1.0, 
156840, 216132, 1.0, 233371, 1.0, 91817, 1.0, 123499, 1.0, 138195, 1.0, 554, 1.0, 144566, 1.0, 815, 1.0, 834, 1.0, 25695, 1.0, 
168261, 156840, 1.0, 216132, 1.0, 233371, 1.0, 91817, 1.0, 123499, 1.0, 138195, 1.0, 554, 1.0, 144566, 1.0, 815, 1.0, 834, 1.0, 
168427, 168261, 1.0, 156840, 1.0, 216132, 1.0, 233371, 1.0, 91817, 1.0, 123499, 1.0, 138195, 1.0, 554, 1.0, 144566, 1.0, 815, 1.0, 
187953, 168427, 1.0, 168261, 1.0, 156840, 1.0, 216132, 1.0, 233371, 1.0, 91817, 1.0, 123499, 1.0, 138195, 1.0, 554, 1.0, 144566, 1.0, 
33984, 187953, 1.0, 168427, 1.0, 168261, 1.0, 156840, 1.0, 216132, 1.0, 233371, 1.0, 91817, 1.0, 123499, 1.0, 138195, 1.0, 554, 1.0, 
94746, 198773, 1.0, 224037, 1.0, 178900, 1.0, 33984, 1.0, 187953, 1.0, 168427, 1.0, 168261, 1.0, 156840, 1.0, 216132, 1.0, 233371, 1.0, 
146130, 245638, 1.0, 94746, 1.0, 198773, 1.0, 224037, 1.0, 178900, 1.0, 33984, 1.0, 187953, 1.0, 168427, 1.0, 168261, 1.0, 156840, 1.0, 
7870, 27746, 1.0, 56707, 1.0, 146130, 1.0, 245638, 1.0, 94746, 1.0, 198773, 1.0, 224037, 1.0, 178900, 1.0, 33984, 1.0, 187953, 1.0, 
2961, 124361, 1.0, 7870, 1.0, 27746, 1.0, 56707, 1.0, 146130, 1.0, 245638, 1.0, 94746, 1.0, 198773, 1.0, 224037, 1.0, 178900, 1.0, 
31483, 2961, 1.0, 124361, 1.0, 7870, 1.0, 27746, 1.0, 56707, 1.0, 146130, 1.0, 245638, 1.0, 94746, 1.0, 198773, 1.0, 224037, 1.0, 
143131, 31483, 1.0, 2961, 1.0, 124361, 1.0, 7870, 1.0, 27746, 1.0, 56707, 1.0, 146130, 1.0, 245638, 1.0, 94746, 1.0, 198773, 1.0, 
37935, 26990, 1.0, 143131, 1.0, 31483, 1.0, 2961, 1.0, 124361, 1.0, 7870, 1.0, 27746, 1.0, 56707, 1.0, 146130, 1.0, 245638, 1.0, 
63161, 114031, 1.0, 37935, 1.0, 26990, 1.0, 143131, 1.0, 31483, 1.0, 2961, 1.0, 124361, 1.0, 7870, 1.0, 27746, 1.0, 56707, 1.0, 
31336, 63161, 1.0, 114031, 1.0, 37935, 1.0, 26990, 1.0, 143131, 1.0, 31483, 1.0, 2961, 1.0, 124361, 1.0, 7870, 1.0, 27746, 1.0, 
40787, 31336, 1.0, 63161, 1.0, 114031, 1.0, 37935, 1.0, 26990, 1.0, 143131, 1.0, 31483, 1.0, 2961, 1.0, 124361, 1.0, 7870, 1.0, 
67692, 40787, 1.0, 31336, 1.0, 63161, 1.0, 114031, 1.0, 37935, 1.0, 26990, 1.0, 143131, 1.0, 31483, 1.0, 2961, 1.0, 124361, 1.0, 
1002, 67692, 1.0, 40787, 1.0, 31336, 1.0, 63161, 1.0, 114031, 1.0, 37935, 1.0, 26990, 1.0, 143131, 1.0, 31483, 1.0, 2961, 1.0, 
7851, 204027, 1.0, 1002, 1.0, 67692, 1.0, 40787, 1.0, 31336, 1.0, 63161, 1.0, 114031, 1.0, 37935, 1.0, 26990, 1.0, 143131, 1.0, 
214887, 72225, 1.0, 7851, 1.0, 204027, 1.0, 1002, 1.0, 67692, 1.0, 40787, 1.0, 31336, 1.0, 63161, 1.0, 114031, 1.0, 37935, 1.0, 
9659, 521, 1.0, 41833, 1.0, 214887, 1.0, 72225, 1.0, 7851, 1.0, 204027, 1.0, 1002, 1.0, 67692, 1.0, 40787, 1.0, 31336, 1.0, 
78093, 9659, 1.0, 521, 1.0, 41833, 1.0, 214887, 1.0, 72225, 1.0, 7851, 1.0, 204027, 1.0, 1002, 1.0, 67692, 1.0, 40787, 1.0, 
36521, 30380, 1.0, 78093, 1.0, 9659, 1.0, 521, 1.0, 41833, 1.0, 214887, 1.0, 72225, 1.0, 7851, 1.0, 204027, 1.0, 1002, 1.0, 
40794, 36521, 1.0, 30380, 1.0, 78093, 1.0, 9659, 1.0, 521, 1.0, 41833, 1.0, 214887, 1.0, 72225, 1.0, 7851, 1.0, 204027, 1.0, 
202977, 40794, 1.0, 36521, 1.0, 30380, 1.0, 78093, 1.0, 9659, 1.0, 521, 1.0, 41833, 1.0, 214887, 1.0, 72225, 1.0, 7851, 1.0, 
191597, 176165, 1.0, 202977, 1.0, 40794, 1.0, 36521, 1.0, 30380, 1.0, 78093, 1.0, 9659, 1.0, 521, 1.0, 41833, 1.0, 214887, 1.0, 
207108, 191597, 1.0, 176165, 1.0, 202977, 1.0, 40794, 1.0, 36521, 1.0, 30380, 1.0, 78093, 1.0, 9659, 1.0, 521, 1.0, 41833, 1.0, 
128137, 207108, 1.0, 191597, 1.0, 176165, 1.0, 202977, 1.0, 40794, 1.0, 36521, 1.0, 30380, 1.0, 78093, 1.0, 9659, 1.0, 521, 1.0, 
619, 128137, 1.0, 207108, 1.0, 191597, 1.0, 176165, 1.0, 202977, 1.0, 40794, 1.0, 36521, 1.0, 30380, 1.0, 78093, 1.0, 9659, 1.0, 
643, 619, 1.0, 128137, 1.0, 207108, 1.0, 191597, 1.0, 176165, 1.0, 202977, 1.0, 40794, 1.0, 36521, 1.0, 30380, 1.0, 78093, 1.0, 
19765, 225694, 1.0, 643, 1.0, 619, 1.0, 128137, 1.0, 207108, 1.0, 191597, 1.0, 176165, 1.0, 202977, 1.0, 40794, 1.0, 36521, 1.0, 
24083, 19765, 1.0, 225694, 1.0, 643, 1.0, 619, 1.0, 128137, 1.0, 207108, 1.0, 191597, 1.0, 176165, 1.0, 202977, 1.0, 40794, 1.0, 
171775, 162082, 1.0, 24083, 1.0, 19765, 1.0, 225694, 1.0, 643, 1.0, 619, 1.0, 128137, 1.0, 207108, 1.0, 191597, 1.0, 176165, 1.0, 
13503, 37907, 1.0, 171775, 1.0, 162082, 1.0, 24083, 1.0, 19765, 1.0, 225694, 1.0, 643, 1.0, 619, 1.0, 128137, 1.0, 207108, 1.0, 
8130, 13503, 1.0, 37907, 1.0, 171775, 1.0, 162082, 1.0, 24083, 1.0, 19765, 1.0, 225694, 1.0, 643, 1.0, 619, 1.0, 128137, 1.0, 
153318, 1334, 1.0, 8130, 1.0, 13503, 1.0, 37907, 1.0, 171775, 1.0, 162082, 1.0, 24083, 1.0, 19765, 1.0, 225694, 1.0, 643, 1.0, 
6848, 153318, 1.0, 1334, 1.0, 8130, 1.0, 13503, 1.0, 37907, 1.0, 171775, 1.0, 162082, 1.0, 24083, 1.0, 19765, 1.0, 225694, 1.0, 
81485, 6848, 1.0, 153318, 1.0, 1334, 1.0, 8130, 1.0, 13503, 1.0, 37907, 1.0, 171775, 1.0, 162082, 1.0, 24083, 1.0, 19765, 1.0, 
186995, 39856, 1.0, 81485, 1.0, 6848, 1.0, 153318, 1.0, 1334, 1.0, 8130, 1.0, 13503, 1.0, 37907, 1.0, 171775, 1.0, 162082, 1.0, 
854, 186995, 1.0, 39856, 1.0, 81485, 1.0, 6848, 1.0, 153318, 1.0, 1334, 1.0, 8130, 1.0, 13503, 1.0, 37907, 1.0, 171775, 1.0, 
5737, 854, 1.0, 186995, 1.0, 39856, 1.0, 81485, 1.0, 6848, 1.0, 153318, 1.0, 1334, 1.0, 8130, 1.0, 13503, 1.0, 37907, 1.0, 
209418, 36218, 1.0, 5737, 1.0, 854, 1.0, 186995, 1.0, 39856, 1.0, 81485, 1.0, 6848, 1.0, 153318, 1.0, 1334, 1.0, 8130, 1.0, 
125403, 90850, 1.0, 66098, 1.0, 171915, 1.0, 209418, 1.0, 36218, 1.0, 5737, 1.0, 854, 1.0, 186995, 1.0, 39856, 1.0, 81485, 1.0, 
110831, 192951, 1.0, 125403, 1.0, 90850, 1.0, 66098, 1.0, 171915, 1.0, 209418, 1.0, 36218, 1.0, 5737, 1.0, 854, 1.0, 186995, 1.0, 
137166, 110831, 1.0, 192951, 1.0, 125403, 1.0, 90850, 1.0, 66098, 1.0, 171915, 1.0, 209418, 1.0, 36218, 1.0, 5737, 1.0, 854, 1.0, 
104557, 137166, 1.0, 110831, 1.0, 192951, 1.0, 125403, 1.0, 90850, 1.0, 66098, 1.0, 171915, 1.0, 209418, 1.0, 36218, 1.0, 5737, 1.0, 
257673, 66690, 1.0, 40834, 1.0, 104557, 1.0, 137166, 1.0, 110831, 1.0, 192951, 1.0, 125403, 1.0, 90850, 1.0, 66098, 1.0, 171915, 1.0, 
209357, 66682, 1.0, 51811, 1.0, 257673, 1.0, 66690, 1.0, 40834, 1.0, 104557, 1.0, 137166, 1.0, 110831, 1.0, 192951, 1.0, 125403, 1.0, 
101665, 209357, 1.0, 66682, 1.0, 51811, 1.0, 257673, 1.0, 66690, 1.0, 40834, 1.0, 104557, 1.0, 137166, 1.0, 110831, 1.0, 192951, 1.0, 
9408, 101665, 1.0, 209357, 1.0, 66682, 1.0, 51811, 1.0, 257673, 1.0, 66690, 1.0, 40834, 1.0, 104557, 1.0, 137166, 1.0, 110831, 1.0, 
92188, 9408, 1.0, 101665, 1.0, 209357, 1.0, 66682, 1.0, 51811, 1.0, 257673, 1.0, 66690, 1.0, 40834, 1.0, 104557, 1.0, 137166, 1.0, 
3208, 92188, 1.0, 9408, 1.0, 101665, 1.0, 209357, 1.0, 66682, 1.0, 51811, 1.0, 257673, 1.0, 66690, 1.0, 40834, 1.0, 104557, 1.0, 
23055, 3208, 1.0, 92188, 1.0, 9408, 1.0, 101665, 1.0, 209357, 1.0, 66682, 1.0, 51811, 1.0, 257673, 1.0, 66690, 1.0, 40834, 1.0, 
95355, 23055, 1.0, 3208, 1.0, 92188, 1.0, 9408, 1.0, 101665, 1.0, 209357, 1.0, 66682, 1.0, 51811, 1.0, 257673, 1.0, 66690, 1.0, 
368, 95355, 1.0, 23055, 1.0, 3208, 1.0, 92188, 1.0, 9408, 1.0, 101665, 1.0, 209357, 1.0, 66682, 1.0, 51811, 1.0, 257673, 1.0, 
